state,date,type,sex,abs,rate,piped_water,sanitation,electricity,income_mean,gini,poverty_absolute,cpi
Pulau Pinang,2022-01-01,infant,female,42,4.8,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,female,27,3.1,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,both,63,3.6,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,both,63,3.6,99.9,100,99.9,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,both,102,5.8,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,male,36,4,99.9,100,99.9,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,female,27,3.1,99.9,100,99.9,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,both,102,5.8,99.9,100,99.9,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,female,27,3.1,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,both,63,3.6,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,male,60,6.6,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,female,42,4.8,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,both,63,3.6,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,female,42,4.8,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,both,63,3.6,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,both,102,5.8,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,male,60,6.6,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,both,102,5.8,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,male,36,4,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,both,102,5.8,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,female,27,3.1,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,male,36,4,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,male,60,6.6,99.9,100,99.9,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,female,42,4.8,99.9,100,99.9,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,neonatal,male,36,4,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,female,42,4.8,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2022-01-01,infant,female,42,4.8,100,100,100,8267,0.371,2,93.24166667
Pulau Pinang,2023-01-01,,,,,,,,,,,93.45833333
Pulau Pinang,2024-01-01,,,,,,,,,,,93.21666667
Sabah,1976-01-01,,,,,,,,513,,58.3,
Sabah,1979-01-01,,,,,,,,767,0.49,40.7,
Sabah,1984-01-01,,,,,,,,1212,0.491,33.1,
Sabah,1987-01-01,,,,,,,,1116,0.467,35.3,
Sabah,1989-01-01,,,,,,,,1264,0.459,29.7,
Sabah,1992-01-01,,,,,,,,1490,0.468,27.8,
Sabah,1995-01-01,,,,,,,,1647,0.448,22.6,
Sabah,1997-01-01,,,,,,,,2057,0.454,22.1,
Sabah,1999-01-01,,,,,,,,1905,0.448,20.1,
Sabah,2002-01-01,,,,,,,,2406,0.465,16,
Sabah,2004-01-01,,,,,,,,2487,0.477,24.2,
Sabah,2007-01-01,,,,,,,,2837,0.451,16.4,
Sabah,2009-01-01,,,,,,,,3102,0.454,19.7,
Sabah,2010-01-01,,,,,,,,,,,99.98333333
Sabah,2011-01-01,,,,,,,,,,,100.1416667
Sabah,2012-01-01,,,,,,,,4013,0.427,8.1,101.4
Sabah,2013-01-01,,,,,,,,,,,102.9916667
Sabah,2014-01-01,,,,,,,,4879,0.387,4,104.4833333
Sabah,2015-01-01,,,,,,,,,,,108.7666667
Sabah,2016-01-01,,,,,76,99.11,99.11,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,50.6,87.68,91.33,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,64.3,92.09,98.5,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,94.9,98.34,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,95.7,97.96,99.9,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,92.7,98.57,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,93.1,98.19,99.96,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,37.8,99.2,99.1,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,62.5,100,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,94.5,93.76,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,96.1,98.72,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,56,100,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,56.9,94.32,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,96.5,100,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,81.3,96.6,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,55.9,88.81,98.6,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,58.7,99.45,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,82.8,98.99,99.66,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,80.6,97.98,99.62,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,63.9,96.65,99.48,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,83.4,96.14,99.5,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,48.6,95.2,93.2,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,79,85.16,98.11,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,79.6,92.07,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,73.3,100,100,5354,0.402,2.9,111.25
Sabah,2016-01-01,,,,,73.8,88.41,99.7,5354,0.402,2.9,111.25
Sabah,2017-01-01,infant,female,205,8.068324937,,,,,,,111.6
Sabah,2017-01-01,neonatal,male,192,7.079646018,,,,,,,111.6
Sabah,2017-01-01,neonatal,female,130,5.116498741,,,,,,,111.6
Sabah,2017-01-01,neonatal,both,322,6.130063966,,,,,,,111.6
Sabah,2017-01-01,infant,both,502,9.556807798,,,,,,,111.6
Sabah,2017-01-01,infant,male,297,10.95132743,,,,,,,111.6
Sabah,2018-01-01,infant,female,237,9.3,,,,,,,110.2833333
Sabah,2018-01-01,neonatal,male,180,6.5,,,,,,,110.2833333
Sabah,2018-01-01,neonatal,female,155,6.1,,,,,,,110.2833333
Sabah,2018-01-01,infant,male,297,10.8,,,,,,,110.2833333
Sabah,2018-01-01,infant,both,534,10.1,,,,,,,110.2833333
Sabah,2018-01-01,neonatal,both,335,6.3,,,,,,,110.2833333
Sabah,2019-01-01,infant,both,347,6.58618988,93.5,99.08,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,98.5,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,98.5,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,98.5,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,98.5,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,98.5,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,98.5,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,35.3,94.84,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,35.3,94.84,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,35.3,94.84,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,35.3,94.84,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,35.3,94.84,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,35.3,94.84,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,96,94.98,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,96,94.98,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,96,94.98,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,96,94.98,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,96,94.98,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,96,94.98,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,90.3,87.19,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,90.3,87.19,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,90.3,87.19,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,90.3,87.19,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,90.3,87.19,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,90.3,87.19,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,98,99.5,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,98,99.5,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,98,99.5,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,98,99.5,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,98,99.5,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,98,99.5,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,68.2,96.97,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,68.2,96.97,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,68.2,96.97,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,68.2,96.97,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,68.2,96.97,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,68.2,96.97,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,98.6,99.1,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,98.6,99.1,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,98.6,99.1,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,98.6,99.1,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,98.6,99.1,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,98.6,99.1,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,72.1,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,72.1,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,72.1,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,72.1,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,72.1,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,72.1,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,54.3,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,54.3,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,54.3,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,54.3,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,54.3,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,54.3,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,33.6,79.51,91,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,33.6,79.51,91,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,33.6,79.51,91,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,33.6,79.51,91,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,33.6,79.51,91,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,33.6,79.51,91,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,78.3,98.59,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,78.3,98.59,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,78.3,98.59,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,78.3,98.59,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,78.3,98.59,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,78.3,98.59,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,84.7,95.61,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,84.7,95.61,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,84.7,95.61,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,84.7,95.61,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,84.7,95.61,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,84.7,95.61,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,89.5,99.64,99.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,89.5,99.64,99.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,89.5,99.64,99.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,89.5,99.64,99.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,89.5,99.64,99.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,89.5,99.64,99.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,55.5,83.7,95.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,55.5,83.7,95.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,55.5,83.7,95.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,55.5,83.7,95.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,55.5,83.7,95.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,55.5,83.7,95.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,75.8,98.21,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,75.8,98.21,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,75.8,98.21,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,75.8,98.21,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,75.8,98.21,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,75.8,98.21,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,76.6,91.56,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,76.6,91.56,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,76.6,91.56,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,76.6,91.56,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,76.6,91.56,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,76.6,91.56,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,71.4,98.73,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,71.4,98.73,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,71.4,98.73,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,71.4,98.73,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,71.4,98.73,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,71.4,98.73,99.7,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,93.5,99.08,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,93.5,99.08,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,93.5,99.08,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,93.5,99.08,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,93.5,99.08,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,76.5,80.85,99.3,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,76.5,80.85,99.3,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,76.5,80.85,99.3,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,76.5,80.85,99.3,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,76.5,80.85,99.3,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,76.5,80.85,99.3,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,86.7,99.22,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,86.7,99.22,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,86.7,99.22,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,86.7,99.22,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,86.7,99.22,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,86.7,99.22,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,85.6,79.21,98.8,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,85.6,79.21,98.8,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,85.6,79.21,98.8,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,85.6,79.21,98.8,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,85.6,79.21,98.8,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,85.6,79.21,98.8,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,93.8,97.55,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,93.8,97.55,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,93.8,97.55,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,93.8,97.55,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,93.8,97.55,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,93.8,97.55,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,75.4,92.14,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,75.4,92.14,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,75.4,92.14,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,75.4,92.14,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,75.4,92.14,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,75.4,92.14,99.9,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,50,97.78,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,50,97.78,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,50,97.78,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,50,97.78,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,50,97.78,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,50,97.78,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,97.3,99.85,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,97.3,99.85,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,97.3,99.85,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,97.3,99.85,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,97.3,99.85,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,97.3,99.85,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,96.9,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,96.9,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,96.9,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,96.9,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,96.9,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,96.9,100,100,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,female,93,3.680107633,65.9,74.64,98.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,male,112,4.085354733,65.9,74.64,98.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,neonatal,both,205,3.89097673,65.9,74.64,98.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,female,158,6.894036112,65.9,74.64,98.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,male,189,6.252225872,65.9,74.64,98.6,5745,0.397,19.5,109.8916667
Sabah,2019-01-01,infant,both,347,6.58618988,65.9,74.64,98.6,5745,0.397,19.5,109.8916667
Sabah,2020-01-01,neonatal,female,129,5.497783839,,,,5215,,25.3,109.8833333
Sabah,2020-01-01,infant,female,194,8.267984998,,,,5215,,25.3,109.8833333
Sabah,2020-01-01,infant,male,225,8.739221627,,,,5215,,25.3,109.8833333
Sabah,2020-01-01,infant,both,419,8.514529567,,,,5215,,25.3,109.8833333
Sabah,2020-01-01,neonatal,male,144,5.593101841,,,,5215,,25.3,109.8833333
Sabah,2020-01-01,neonatal,both,273,5.547652916,,,,5215,,25.3,109.8833333
Sabah,2021-01-01,neonatal,male,117,5.43074638,,,,,,,109.9
Sabah,2021-01-01,infant,both,374,8.988656028,,,,,,,109.9
Sabah,2021-01-01,infant,male,196,9.097660602,,,,,,,109.9
Sabah,2021-01-01,infant,female,178,8.871610845,,,,,,,109.9
Sabah,2021-01-01,neonatal,both,232,5.575850798,,,,,,,109.9
Sabah,2021-01-01,neonatal,female,115,5.731658692,,,,,,,109.9
Sabah,2022-01-01,neonatal,male,137,6.1,84.8,99.8,99.8,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,both,227,5.2,84.8,99.8,99.8,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,female,170,8,80,100,100,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,female,170,8,84.8,99.8,99.8,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,male,222,9.9,84.8,99.8,99.8,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,both,227,5.2,80,100,100,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,both,392,9,76.5,100,100,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,both,392,9,84.8,99.8,99.8,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,male,222,9.9,90.5,93.8,99.5,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,both,392,9,90.5,93.8,99.5,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,female,90,4.3,97.1,100,100,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,male,137,6.1,97.1,100,100,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,both,227,5.2,97.1,100,100,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,female,170,8,97.1,100,100,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,male,222,9.9,97.1,100,100,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,both,392,9,97.1,100,100,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,both,227,5.2,96.8,100,100,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,both,227,5.2,76.6,100,98.2,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,female,90,4.3,95.6,100,99.8,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,male,137,6.1,95.6,100,99.8,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,both,227,5.2,95.6,100,99.8,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,female,170,8,95.6,100,99.8,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,female,90,4.3,91,100,96.4,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,male,137,6.1,91,100,96.4,6171,0.395,19.7,110.075
Sabah,2022-01-01,neonatal,both,227,5.2,91,100,96.4,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,female,170,8,91,100,96.4,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,male,222,9.9,91,100,96.4,6171,0.395,19.7,110.075
Sabah,2022-01-01,infant,both,392,9,91,100,96.4,6171,0.395,19.7,110.075
